id,title,description,project_url,doi,language,upload_date,download_date,repository_folder,project_folder,download_method,query_string,repository_name,repository_url
11,Strategies and interventions to strengthen pharmacovigilance systems in low- and middle-income countries: A scoping review,"<div><strong>Objectives</strong></div>
<div>The slow progress of pharmacovigilance (PV) in low-and-middle-income countries (LMIC) raises questions about core challenges on the growth of PV, and the appropriateness of strategies used so far to develop PV. Therefore, this scoping review aims to describe strategies and interventions to strengthen PV in LMIC and to propose recommendations for future investments in PV capacity building.</div>
<div> </div>
<div><strong>Inclusion criteria</strong></div>
<div>Publications included were primary studies, articles, and policy and guideline papers, describing interventions to strengthen PV in LMIC. </div>
<div> </div>
<div><strong>Methods</strong></div>
<div>The review was conducted following the Joanna Briggs Institute (JBI) guidelines on conducting scoping reviews. Literature searches were performed in MEDLINE, EMBASE, Web of Science, PDQ-evidence, CINAHL and relevant websites from 1990 to January 2021. Two reviewers independently screened titles, abstracts and full-texts. One reviewer performed data extraction and descriptive analysis, which were reviewed by two other reviewers.</div>
<div> </div>
<div><strong>Results</strong></div>
<div>10,922 unique titles were screened and 152 were eligible for full text review. Of these, 57 and an additional 13 reports from grey literature fulfilled eligibility criteria for inclusion in the review. These were grouped into two categories: i) Interventions aimed at increasing PV knowledge and adverse drug reactions (ADR) reporting (45 papers), primarily education of healthcare professionals (HCP), alone or in combination with other interventions such as mobile and electronic reporting; ii) Interventions aimed at strengthening various components of the national PV system (25 papers), describing strategies or mixed interventions implemented at the national level, targeting different components of the national PV system.</div>
<div> </div>
<div><strong>Conclusions</strong></div>
<div>Results ",https://datadryad.org/dataset/doi:10.5061/dryad.5hqbzkh9h,https://doi.org/doi:10.5061/dryad.5hqbzkh9h,en,2023-08-28,2026-03-23T19:46:11.504252+00:00,dryad,101463,API-CALL,qualitative research,dryad,https://datadryad.org
12,Voices from the field  cultural capital transformation issues for dance practitioners,"<p><strong>Data Collection</strong></p>
<p>Dance practitioners are a group in urgent need of attention. Reviewing the literature, there are problems in the professional status of dance practitioners. These include low and unstable financial income, limited professional development, multiple pressures and role conflicts faced by practitioners, social class and social acceptance, and the wider impact on the discipline of dance. As the core group that promotes the development of the professional field of dance, the contribution and return of dance practitioners do not match, which will largely frustrate the career expectations and sense of achievement of dance practitioners, leading to job burnout. This will not only lead to the loss of talent within the industry, but also affect the current and future development of the professional field of dance. Through induction, this study conducted semi-structured interviews with 10 qualified dance practitioners in Chinese universities, compared the cultural capital accumulated by dance practitioners in the early stage with the actual economic and social capital in the later stage, and investigated the status quo of cultural capital transformation of dance practitioners. Second, what challenges or obstacles do dance practitioners face in the transformation of cultural capital? And why they were able to hold on to their dance careers in the face of difficulties. Through the exploration of these stories, it can be seen that the transformation of cultural capital accumulated by dance practitioners into economic capital is difficult, and the transformation into social capital is more significant. Dance practitioners' love for dance and spiritual values are the main motivators that help them overcome challenges and obstacles. They now face the dual challenges of physical and mental health and job burnout. This study considers implications for future research and practical applications and hopes to provide a call for concern for the h",https://datadryad.org/dataset/doi:10.5061/dryad.8cz8w9h21,https://doi.org/doi:10.5061/dryad.8cz8w9h21,en,2024-12-19,2026-03-23T19:46:15.944164+00:00,dryad,145443,API-CALL,qualitative research,dryad,https://datadryad.org
13,Qualitative survey instruments for a study on equity from a large-scale private-sector healthcare intervention in Ghana and Kenya: the African Health Markets for Equity (AHME) study,"<p>The African Health Markets for Equity (AHME) Initiative took place in Ghana and Kenya for seven years beginning in 2012. AHME applied four linked interventions to increase access and use of quality healthcare for common childhood and adult illnesses, working with private providers in peri-urban areas. The four interventions included <i>social franchsing, quality accreditation, business loans and training, </i>and<i> support for empanellment with the national health insurance scheme in each country</i>. The qualitative study of AHME looked at a number of components of the overall intervention, including access and use of services, particularly among low income populations. Our findings on the priorities of patients at AHME sites gives insights into what mattered most to patients, and ways in which the AHME initiative did and did not address those priorities effectively.</p>
",https://datadryad.org/dataset/doi:10.7272/Q6FX77NG,https://doi.org/doi:10.7272/Q6FX77NG,en,2020-07-24,2026-03-23T19:46:18.205150+00:00,dryad,49740,API-CALL,qualitative research,dryad,https://datadryad.org
14,Qualitative raw data and behavioral analysis for understanding VMMC policy decision-making,"<p>Faced with declining donor funding for HIV, low- and middle-income countries must identify efficient and cost-effective ways to integrate HIV prevention programs into public health systems for long-term sustainability. In Zambia, donor support to the voluntary medical male circumcision (VMMC) program, which previously funded non-governmental organizations as implementing partners, is increasingly being directed through government structures instead. We developed a framework to understand how the behaviors of individual decision-makers within the government could be barriers to this transition. We interviewed key stakeholders from the national, provincial, and district levels of the Ministry of Health, and from donors and partners funding and implementing Zambia’s VMMC program, exploring the decisions required to attain a sustainable VMMC program and the behavioral dynamics involved at personal and institutional levels. Using pattern identification and theme matching to analyze the content of the responses, we derived three core decision-making phases in the transition to a sustainable VMMC program: 1) developing an alternative funding strategy, 2) developing a policy for early-infant (0-2 months) and early-adolescent (15-17 years) male circumcision, which is crucial to sustainable HIV prevention; and 3) identifying integrated and efficient implementation models. We formulated a framework showing how, in each phase, a range of behavioral dynamics can form barriers that hinder effective decision-making among stakeholders at the same level (e.g., national ministries and donors) or across levels (e.g., national, provincial and district). Our research methodology and the resulting framework offer a systematic approach for in-depth investigations into organizational decision-making in public health programs, as well as development programs beyond VMMC and HIV prevention. It provides the insights necessary to map organizational development and policy-making transition p",https://datadryad.org/dataset/doi:10.5061/dryad.z08kprrkz,https://doi.org/doi:10.5061/dryad.z08kprrkz,en,2024-01-31,2026-03-23T19:46:25.500223+00:00,dryad,122785,API-CALL,qualitative research,dryad,https://datadryad.org
15,"Preterm Birth Initiative-Rwanda group antenatal care providers focus group discussions, qualitative data","<p><b><span style=""background:white;"">Background:</span></b><span style=""background:white;""> The East Africa Preterm Birth Initiative-Rwanda began a cluster randomized controlled trial of group antenatal care (ANC) and postnatal care (PNC) in Rwanda in 2017. That trial will report its primary outcome, gestational length at birth, after data collection concludes in 2019. This nested study includes providers of ANC and/or PNC at the 18 health centers randomized to provide the group model of ANC/PNC and the 18 health centers randomized to continue providing ANC/PNC in the traditional, individual visit model. The objective of this study is to understand the experiences of providers of group ANC/PNC and compare their job satisfaction and perceived stress with individual ANC/PNC providers.</span></p>

<p><b><span style=""background:white;"">Methods:</span></b><span style=""background:white;""> We collected both quantitative and qualitative data from providers (nurses and midwives) who were recruited by health center directors to participate as group ANC and PNC facilitators at intervention sites and from a similar number of providers of standard ANC and PNC at control sites. Quantitative data was collected with questionnaires administered at baseline and approximately 9 months later (follow up). Qualitative data was collected in 3 focus groups of group ANC/PNC providers conducted one year after group care began.</span></p>

<p><b><span style=""background:white;"">Results:</span></b><span style=""background:white;""> Eighty-six percent of nurses and midwives surveyed who implemented group ANC and PNC reported that they prefer group care to the traditional individual model of ANC and PNC. Perceived stress levels and job satisfaction results were similar between groups. Mixed focus group discussions among both nurses and midwives experienced in group ANC and PNC suggest that the group model of care has advantages for both service beneficiaries and providers. When providers descr",https://datadryad.org/dataset/doi:10.7272/Q6736P2Q,https://doi.org/doi:10.7272/Q6736P2Q,en,2019-07-01,2026-03-23T19:46:26.507402+00:00,dryad,30493,API-CALL,qualitative research,dryad,https://datadryad.org
16,Development and application of a hybrid implementation research framework to understand success in reducing under-5 mortality in Rwanda,"<p>Exemplars U5M Interview Guide: This is an example of the semi-structured interview guide used for key informant interviews described in the article, ""Development and application of a hybrid implementation research framework to understand success in reducing under-5 mortality in Rwanda.""</p>

<p>Extended data (supplemental) tables and figures: These are the supplemental tables and figures to accompany the article, ""Development and application of a hybrid implementation research framework to understand success in reducing under-5 mortality in Rwanda.""</p>

<p>Completed StaRI checklist: This is the Standards for Reporting Implementation Studies – StaRI – checklist completed for the article, ""Development and application of a hybrid implementation research framework to understand success in reducing under-5 mortality in Rwanda.""</p>

<p>Completed COREQ checklist: This is the COnsolidated criteria for REporting Qualitative research - COREQ - checklist completed for the article, ""Development and application of a hybrid implementation research framework to understand success in reducing under-5 mortality in Rwanda.""</p>
",https://datadryad.org/dataset/doi:10.5061/dryad.kh189324x,https://doi.org/doi:10.5061/dryad.kh189324x,en,2021-11-15,2026-03-23T19:46:27.518997+00:00,dryad,63214,API-CALL,qualitative research,dryad,https://datadryad.org
17,Data from: Qualitative study of physicians' varied uses of biomedical research in the USA,"Objective To investigate the nature of physicians' use of research evidence in experimental conditions of open access to inform training and policy. Design This qualitative study was a component of a larger mixed-methods initiative that provided 336 physicians with relatively complete access to research literature via PubMed and UpToDate, for 1 year via an online portal, with their usage recorded in web logs. Using a semistructured interview protocol, a subset of 38 physician participants were interviewed about their use of research articles in general and were probed about their reasons for accessing specific articles as identified through their web logs. Transcripts were analysed using a general inductive approach. Setting Physician participants were recruited from and registered in the USA. Participants 38 physicians from 16 US states, engaged in 22 medical specialties, possessing more than 1 year of experience postresidency training participated. Results 26 participants attested to the value of consulting research literature within the context of the study by making reference to their roles as clinicians, educators, researchers, learners, administrators and advocates. The physicians reported previously encountering what they experienced as a prohibitive paywall barrier to the research literature and other frustrations with the nature of information systems, such as the need for passwords. Conclusions The findings, against the backdrop of growing open access to biomedical research, indicate that a minority of physicians, at least initially, is likely to seek out and use research and do so in a variety of common roles. Physicians' use of research in these roles has not traditionally been part of their training or part of the considerations for open access policies. The findings have implications for educational and policy initiatives directed towards increasing the effectiveness of this access to and use of research in improving the quality of healthcare.",https://datadryad.org/dataset/doi:10.5061/dryad.0q2mq,https://doi.org/doi:10.5061/dryad.0q2mq,en,2016-09-14,2026-03-23T19:46:28.533930+00:00,dryad,20312,API-CALL,qualitative research,dryad,https://datadryad.org
18,Data from: Reduction of leaf area and symptom severity as proxies of disease-induced plant mortality:  the example of the Cauliflower mosaic virus infecting two Brassicaceae hosts,"Disease induced effects on host survival are important to understand the evolution of parasitic virulence and host resistance/tolerance. Unfortunately, experiments evaluating such effects are in most cases logistically demanding justifying the measurement of survival proxies. For plant hosts commonly used proxies are leaf area and the nature and severity of visual qualitative disease symptoms. In this study we tested whether these traits are indeed correlated to the host mortality rate induced by viral infection. We infected Brassica rapa and Arabidopsis thaliana plants with different natural isolates of Cauliflower mosaic virus (CaMV) and estimated over time the development of symptoms and the relative reduction of leaf area compared to healthy plants and followed plant mortality. We observed that the mortality of infected plants was correlated with the relative reduction of leaf area of both B. rapa and A. thaliana. Measures of mortality were also correlated with the severity of visual qualitative symptoms but the magnitude of the correlations and the time frame at which they were significant depended on the host plant: stronger and earlier correlations were observed on A. thaliana.",https://datadryad.org/dataset/doi:10.5061/dryad.5mh88,https://doi.org/doi:10.5061/dryad.5mh88,en,2013-06-12,2026-03-23T19:46:29.596713+00:00,dryad,5771,API-CALL,qualitative research,dryad,https://datadryad.org
19,"Extended data for behavioural change for Parkinson’s disease: A randomised controlled feasibility study to promote physical activity and exercise adherence among people with Parkinson’s, study protocol","<p><strong>Background: </strong>Parkinson’s is a common progressive neurological condition characterized by motor and non-motor deficits. Physical activity and exercise can improve health, but many people with Parkinson’s have trouble reaching the recommended dosage. Our recent literature review found improvements in exercise adherence with behavioural change interventions, but it remains unclear which are most effective. Further qualitative research and patient and public involvement has informed a novel behavioural change support intervention to be tested alongside an existing exercise program.<strong> </strong></p>
<p><strong>Objective: </strong>To examine the feasibility of behavioural change support techniques delivered alongside an exercise programme to improve physical activity, function, and self-efficacy in PwP (and study procedures) to inform a future pilot RCT trial.<strong> </strong></p>
<p><strong>Methods: </strong>A parallel-arm single blinded randomised feasibility study. Twenty participants with Parkinson’s (Hoehn and Yahr stage 1-3) will be recruited from a physiotherapy primary-care waiting list. Following written consent, and baseline assessment, the participants will be randomly allocated to the intervention (n=10) or the control group (n=10). Both groups will receive usual care, which includes a weekly program of a multidisciplinary education, a supervised exercise class and a prescribed home exercise program. The intervention group will receive additional behavioural change techniques, targeting behaviour regulation, belief about capabilities and social influences. Class and home exercise adherence, behavioural component uptake and adherence, and negative events will be recorded. Outcomes will include enrolment and maintenance rates, physical function, falls, physical activity, and exercise self-efficacy measured pre- and post- the 12- week program (in-person). Surveys will be used to compare experiences and satisfaction between groups. Exit in",https://datadryad.org/dataset/doi:10.5061/dryad.prr4xgxt5,https://doi.org/doi:10.5061/dryad.prr4xgxt5,en,2024-05-16,2026-03-23T19:46:30.607433+00:00,dryad,122124,API-CALL,qualitative research,dryad,https://datadryad.org
20,Data from: Mandated reporters’ experiences with reporting child maltreatment: a meta-synthesis of qualitative studies,"Objective: To systematically search for research about the effectiveness of mandatory reporting of child maltreatment and to synthesize qualitative research that explores mandated reporters’ (MRs) experiences with reporting. Design: As no studies assessing the effectiveness of mandatory reporting were retrieved from our systematic search, we conducted a meta-synthesis of retrieved qualitative research. Searches in Medline (OVID), Embase, PsycINFO, CINAHL, Sociological Abstracts, ERIC, Criminal Justice Abstracts, and Cochrane Library yielded over 6000 citations, which were deduplicated and then screened by two independent reviewers. English-language, primary qualitative studies that investigated MRs’ experiences with reporting of child maltreatment were included. Critical appraisal involved a modified checklist from the Critical Appraisal Skills Programme (CASP) and qualitative meta-synthesis was used to combine results from the primary studies. Setting: All healthcare and social-service settings implicated by mandatory reporting laws were included. Included studies crossed nine high-income countries (United States, Australia, Sweden, Taiwan, Canada, Norway, Finland, Israel and Cyprus) and three middle-income countries (South Africa, Brazil, and El Salvador). Participants: The studies represent the views of 1088 MRs. Outcomes: Factors that influence MRs’ decision to report and MRs’ views towards and experiences with mandatory reporting of child maltreatment. Results: Forty-four articles reporting 42 studies were included. Findings indicate that MRs struggle to identify and respond to less overt forms of child maltreatment. While some articles (14%) described positive experiences MRs had with the reporting process, negative experiences were reported in 73% of articles and included accounts of harm to therapeutic relationships and child death following removal from their family of origin. Conclusions: The findings of this meta-synthesis suggest that there are many pote",https://datadryad.org/dataset/doi:10.5061/dryad.6d159,https://doi.org/doi:10.5061/dryad.6d159,en,2017-07-07,2026-03-23T19:46:31.618499+00:00,dryad,9447,API-CALL,qualitative research,dryad,https://datadryad.org
21,"Prevalence and individual level enablers and barriers for COVID-19 vaccine uptake among adult tuberculosis patients attending selected clinics in Nairobi County, Kenya","<p>Although vaccination is a cost-effective, equitable, and impactful public health intervention in curbing the spread of infectious disease, low uptake is a significant concern, especially among high-risk population groups. Nearly half of the population is unvaccinated in Nairobi, yet there is a shortage of vaccination information on vulnerable tuberculosis (TB) patients. The interplay of factors influences uptake, and protecting this vulnerable group and the general population from severe disease, hospitalization, and deaths is worthy. The purpose of this study is to determine the prevalence and individual-level enablers and barriers to COVID-19 vaccine uptake among adult TB patients attending selected clinics in Nairobi County, Kenya. This cross-sectional mixed-method study was conducted at TB clinics across six sub-counties in Nairobi County. It included 388 participants sampled from each clinic’s TB register. Quantitative data was collected using a questionnaire, and qualitative data was collected through key informant interviews and focus group discussions. Quantitative data was analyzed using descriptive statistics (frequencies and percentages for categorical variables and mean standard deviation for continuous variables) and inferential statistics (logistic regression). Qualitative data was analyzed through deductive coding and thematic analysis. The prevalence of COVID-19 vaccination was 46.1%, with 38.1% receiving complete vaccination. Mistrust in vaccine management (adjusted odds ratio (aOR)= 0.075, 95% confidence interval (CI): 0.025-0.229, <em>p </em>&lt;0.001) was a significant barrier to COVID-19 vaccine uptake. Perceived covid-19 susceptibility (aOR = 2.901, 95% CI: 1.258-6.688, <em>p </em>= 0.012) and perceived covid-19 seriousness (aOR = 3.294, 95% CI: 1.130-9.604, <em>p </em>= 0.029) were significant enablers of COVID-19 vaccine uptake. Qualitative themes related to individual-level barriers and enablers of COVID-19 vaccine uptake were fear of sid",https://datadryad.org/dataset/doi:10.5061/dryad.zcrjdfnms,https://doi.org/doi:10.5061/dryad.zcrjdfnms,en,2024-06-24,2026-03-23T19:46:32.628548+00:00,dryad,132515,API-CALL,qualitative research,dryad,https://datadryad.org
22,"The awareness, visibility and support for young carers across Europe: a Delphi study","<p>Across Europe, young carers (YCs) and their need for support receive limited attention in the media, policy and empirical research, even though, similar to adult carers, they also provide care to ill family members. The Delphi study, a qualitative research methodology, which provides the focus for this article, had the overall aim of exploring existing successful strategies to support YCs. Compared to YCs, even less is known about adolescent young carers (AYCs), a group that is in a critical life transition phase. The study forms part of an EU Horizon 2020 funded research project on AYCs aged 15–17 years old. A two-round Delphi study was conducted with 66 experts on YCs from 10 European countries. Topics included: (i) visibility and awareness-raising of YCs at local, regional, and national levels, (ii) current interventions to support YCs, and (iii) future strategies to support YCs. Experts reported a lack of visibility and awareness about YCs in general, and AYCs in particular. Although awareness is slowly increasing in most countries, with the UK ranked highest, experts acknowledged that it remains challenging to identify YCs in many countries. Furthermore, the level and type of support available for YCs differs, with most countries mainly offering support on a local level. Diverse views were expressed regarding future strategies to support YCs. Experts highlighted the importance of specific legislation to formalise the rights of YCs, and the issue of whether young people should be safeguarded from caregiving or if this should be considered part of regular family life. They also emphasised the relevance of available integrated support services for YCs, including schools, family, health and social care. In most European countries, there is a lack of awareness and visibility on YCs. Identification of YCs is a crucial first step and there is need for a common definition of YCs, together with greater opportunities for young adults to identify themselves as YCs.</p>",https://datadryad.org/dataset/doi:10.5061/dryad.18931zcxx,https://doi.org/doi:10.5061/dryad.18931zcxx,en,2021-09-01,2026-03-23T19:46:33.637365+00:00,dryad,73509,API-CALL,qualitative research,dryad,https://datadryad.org
